today,consent,Q7_A,Q7_B,Q7_C,Q7_D,Q7_E,Q7_F,Q7_other,Q7_dk,Q7_skip,Q7_other_input,Q8_A,Q8_B,Q8_C,Q8_D,Q8_E,Q8_F,Q8_G,Q8_other,Q8_dk,Q8_skip,Q8_other_input,Q9_A,Q9_B,Q9_C,Q9_D,Q9_E,Q9_F,Q9_other,Q9_dk,Q9_skip,Q9_other_input,Q10_A,Q10_B,Q10_C,Q10_D,Q10_E,Q10_F,Q10_G,Q10_other,Q10_dk,Q10_skip,Q10_other_input,Q11,Q12_A,Q12_B,Q12_C,Q12_D,Q12_E,Q12_F,Q12_other,Q12_dk,Q12_skip,Q12_other_input,Q13_A,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q13_G,Q13_other,Q13_dk,Q13_skip,Q13_other_input,Q14,Q15_A,Q15_B,Q15_C,Q15_D,Q15_other,Q15_dk,Q15_skip,Q15_other_input,Q16,Q16_other_input,Q17_A,Q17_B,Q17_none,Q17_skip,Q18,Q19,Q20_A,Q20_B,Q20_C,Q20_other,Q20_dk,Q20_skip,Q20_other_input,Q21_A,Q21_B,Q21_C,Q21_other,Q21_dk,Q21_skip,Q21_other_input,Q22,Q23,Q24_A,Q24_B,Q24_C,Q24_D,Q24_other,Q24_dk,Q24_skip,Q24_other_input,Q25,Q26_A,Q26_B,Q26_C,Q26_D,Q26_E,Q26_F,Q26_G,Q26_H,Q26_other,Q26_skip,Q26_other_input,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,meta_instanceID,_uuid,_submission_time
6/18/14,OK,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Weak,no,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,TRUE,FALSE,999,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,yes,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Cold,Malnutrition,Cough,Measles,Diarrhea,uuid:c9b45085-5aca-4eea-a532-5e49f12d98fe,c9b45085-5aca-4eea-a532-5e49f12d98fe,2014-06-18T04:04:14
6/18/14,OK,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,B,n/a,FALSE,FALSE,TRUE,FALSE,7,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,yes,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Cough,Cold,Fever,TB,Hypertension,uuid:e600babc-a118-46ce-873d-98811091928e,e600babc-a118-46ce-873d-98811091928e,2014-06-18T04:04:15
6/18/14,OK,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,n/a,A,n/a,FALSE,FALSE,FALSE,TRUE,999,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,no,No information from barangay,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Dengue,Pneumonia,DM,Hypertension,Fever,uuid:e2be8668-03f5-45d6-adf7-276f63d960ff,e2be8668-03f5-45d6-adf7-276f63d960ff,2014-06-18T04:04:17
6/18/14,OK,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Diarrhea,yes,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Rashes,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,C,n/a,FALSE,FALSE,TRUE,FALSE,12,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,no,Busy with my work,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Malnuorish children,care for elderly,Stray animals,Fever,Cough,uuid:1313057d-21e3-49fe-82e3-0b7b2b610b23,1313057d-21e3-49fe-82e3-0b7b2b610b23,2014-06-18T04:04:17
6/18/14,OK,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Before going to sleep,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Vomiting and diarrhea,no,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,C,n/a,FALSE,FALSE,FALSE,TRUE,14,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Loose of appetite,no,"No time, busy taking care of the baby",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Cough,Rabies,Cold,Fever,Malnourish,uuid:ad3cc85a-4b08-498d-90f7-8d381b1543e3,ad3cc85a-4b08-498d-90f7-8d381b1543e3,2014-06-18T04:04:18
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Vitamins,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"After handling dirt, after cleaning the house.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,FALSE,TRUE,999,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Pot belly,no,Not informed by barangay.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,n/a,n/a,n/a,n/a,n/a,uuid:ac6adcc9-828e-4272-9da7-309ba62c7e1a,ac6adcc9-828e-4272-9da7-309ba62c7e1a,2014-06-18T04:04:18
6/18/14,OK,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Avoid rain, heat from the sun, smoke.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Persistent cough.,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,After touching dirt.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,C,n/a,FALSE,FALSE,FALSE,TRUE,2,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Pot belly,no,Newly resided. 3 months since.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Dengue,Pneumonia,Fever,Cough,Colds,uuid:357ec086-63ba-4aca-a1ae-e95b1e74ce06,357ec086-63ba-4aca-a1ae-e95b1e74ce06,2014-06-18T04:04:19
6/18/14,OK,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,FALSE,TRUE,FALSE,12,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Cough,Fever,Malnourish children,Rabies,Diarrhea,uuid:ddeb0ef5-79c5-4d01-b1cb-5f8febf05967,ddeb0ef5-79c5-4d01-b1cb-5f8febf05967,2014-06-18T04:04:19
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Vitamins,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,After cleaning the house.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LBM,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water.,C,n/a,FALSE,FALSE,TRUE,FALSE,999,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,yes,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Dengue,Cough fever,High blood,n/a,n/a,uuid:8c586440-48d4-47ac-b963-eab80c69c84e,8c586440-48d4-47ac-b963-eab80c69c84e,2014-06-18T04:04:20
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral,A,n/a,FALSE,FALSE,FALSE,TRUE,24,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Pot belly,no,Old age,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:e26770c1-70e3-4b50-9bbc-0c25cb7f8988,e26770c1-70e3-4b50-9bbc-0c25cb7f8988,2014-06-18T04:04:20
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"After cleaning when, hands are dirty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,FALSE,TRUE,999,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pot belly,big eyes, slow learner",no,Busy from work.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Dengue,TB elderly males,n/a,n/a,n/a,uuid:c430251f-a621-45f0-a998-3e6485800b46,c430251f-a621-45f0-a998-3e6485800b46,2014-06-18T04:04:21
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Vitamin 
C and Drinking fluids.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Upon arival from school or work.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,none,n/a,n/a,n/a,n/a,n/a,26,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Pot belly,no,Busy raising children.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Cough,n/a,n/a,n/a,n/a,uuid:eeb8f6fe-9148-4fcf-95e7-7243de6d490a,eeb8f6fe-9148-4fcf-95e7-7243de6d490a,2014-06-18T04:04:22
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Drink medicine and water,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Headache,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Before sleeping,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Distillation,dk,n/a,FALSE,TRUE,FALSE,FALSE,999,999,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Bloated stomach,no,Not well acquainted with the people,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Dengue,Cough,Colds,Stress,Abdominal cramps,uuid:5cd65ff1-3584-4cf5-861b-79190cbdfd47,5cd65ff1-3584-4cf5-861b-79190cbdfd47,2014-06-18T04:04:24
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"Cleaning the enviroment,boiling water",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Weakness,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Vomiting,yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Purify,A,n/a,FALSE,FALSE,TRUE,FALSE,3,7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Weakness,no,No leaders,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Dengue,Diarrhea,Fever,Cough,Colds,uuid:3517ae9c-c419-4b70-b050-f36894b8a413,3517ae9c-c419-4b70-b050-f36894b8a413,2014-06-18T04:04:24
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Avoid excessive heat and rain and minimize exposure to dust.,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Purify,A,n/a,TRUE,FALSE,FALSE,FALSE,999,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Bloated stomach,no,Busy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Cough,Fever,Diarrhea,Cold,Dengue,uuid:82a586d2-bcb5-4e65-8d6c-b767f80160ce,82a586d2-bcb5-4e65-8d6c-b767f80160ce,2014-06-18T04:04:25
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Take vitamins avoid exposure to sunlight and rain,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Before going to sleep,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Fever,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Purify, water from the faucet",A,n/a,FALSE,FALSE,TRUE,FALSE,999,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pale, bloated stomach, weak",no,Busy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Dengue,Polio,Cough,Fever,Rabies,uuid:fe27a6d9-dcfe-47dd-9d82-c4ca5359f490,fe27a6d9-dcfe-47dd-9d82-c4ca5359f490,2014-06-18T04:04:27
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Consult a doctor,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Take a bath if no fever,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,n/a,no,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Using mineral water,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,no,Due to work and age,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Fever,Ubo at sipon,999,999,999,uuid:8a3c99ff-8328-42d2-8312-fb67cdd042ca,8a3c99ff-8328-42d2-8312-fb67cdd042ca,2014-06-18T04:05:56
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Weak,yes,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Ubo sipon,Hypertension,999,999,999,uuid:318e82f4-bf7a-4778-985b-f9d37747a557,318e82f4-bf7a-4778-985b-f9d37747a557,2014-06-18T04:05:56
6/18/14,OK,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,TRUE,FALSE,9,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,no,Not informed,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Ubo sipon,999,999,999,999,uuid:fb0e51a4-6286-48db-874a-a6bcddebc7f0,fb0e51a4-6286-48db-874a-a6bcddebc7f0,2014-06-18T04:05:57
